OBJECTID,STOP_ID,ROUTE_NAME,DIRECTION,RAPID_BLCK,GOOGLEARTH,STOP_PAD,BENCH,TRASH_BIN,SHELTER,TRNST_SIGN,ST_TRE_INF,RT_ROUTE,CALL_BOX,FARE_KIOSK,BIKE_RACK,ADD_ST_SGN,STOP_LOC,STOP_ZONE,TRAFF_SIG,TR_SIG_LOC,CWALK_LOC,CWALK_MARK,CWALK_SIGN,CWALK_MED,CWALK_EXT,PARK_RESTR,BZONE_BLOC,PZONE_BLOC,FZONE_BLOC,TREE_CLEAR,SWALK_HEAT,LIGHTING,SWALK_MAT,SWLK_COND,LATITUDE,LONGITUDE,TRASH_OWN,NOTES,ROUTE_NUMB,BOARD_DAY,GRVS_DEMO,PAD_SHAPE,PAD_COND,PAD_MAT,ADA_REQ,SLOPE,SHELT_TYPE,SIGN_TYPE,SIGN_HEIGH,SIGN_LT_CL,WALK_WIDTH,PAD_WIDTH,PAD_LENGTH,WARD,Creator,Create_Date,Editor,Last_Editor
1301,1631,EASTERN,NORTH BOUND,NO,YES,NO,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,GOOD CONDITION,42.864253999762,-85.6448900000625,NONE,,4,2.92857143,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1302,1636,EASTERN,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.867156999784,-85.6449580004643,NONE,,4,21.35714286,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1303,1637,EASTERN,NORTH BOUND,NO,YES,YES,YES,NONE,NO,YES,NO,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8691440003176,-85.6450039994664,NONE,,4,28.78571429,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1304,1641,EASTERN,NORTH BOUND,NO,YES,YES,NO,AT STOP,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,1 WAY STOP,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8710630004393,-85.6450729995404,THE RAPID,,4,8.14285714,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1305,1646,EASTERN,NORTH BOUND,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8767619998022,-85.6452330002288,NONE,,4,26.57142857,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1306,1651,EASTERN,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,AT INTERSECTION,NONE,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8795169996564,-85.645354999387,NONE,,4,1.5,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1307,1531,EASTERN,SOUTH BOUND,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,N OR W OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,NO PARKING SIGN NEEDED,NONE,NONE,FIRE HYDRANT,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.882908000338,-85.6457600005613,NONE,,4,14.92857143,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1308,1653,EASTERN,NORTH BOUND,YES,YES,YES,YES,AT STOP,NO,YES,YES,NO,NO,NO,YES,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,N OR W OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,AREAWAY/HOLLOW WALK,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8824809998242,-85.6454389998837,THE RAPID,,4,22.57142857,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1309,131,DIVISION,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9061089995989,-85.6657869994445,NONE,,1,5.85714286,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1310,136,DIVISION,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9044039996909,-85.665710000506,NONE,,1,3.64285714,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1311,141,DIVISION,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,MIDBLOCK,MIDBLOCK CROSSWALK,NO SIGNAL OR BEACON,YES,NO,POSTED AS NO PARKING,NONE,TREE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9026569998572,-85.6656340005699,NONE,,1,2.71428571,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1312,143,DIVISION,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,S OR E OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,TREE,TREE,TREE,BRANCHES BELOW 8 FEET,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8992039998963,-85.6655119995225,NONE,,1,5.5,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1313,151,DIVISION,SOUTH BOUND,NO,INCORRECT,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,NO TRAFFIC CONTROL,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,TREE,BRANCHES BELOW 8 FEET,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.895637999685,-85.6653210002417,NONE,,1,3.35714286,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1314,156,DIVISION,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,NO,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.893233999652,-85.6652299999055,NONE,,1,9.21428571,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1315,161,DIVISION,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8905559996825,-85.6651079997078,NONE,,1,2.57142857,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1316,163,DIVISION,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,TREE,NONE,FIRE HYDRANT,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8878170003855,-85.6650089998536,NONE,,1,2.5,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1317,167,DIVISION,SOUTH BOUND,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NO PARKING SIGN NEEDED,NONE,TREE,FIRE HYDRANT,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.884334999742,-85.6649090000305,NONE,,1,24.85714286,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,ASPHALT,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1318,310,DIVISION,NORTH BOUND,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,S OR E OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8847200002084,-85.66461900047,NONE,,1,27.57142857,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,ASPHALT,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1319,321,DIVISION,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,1 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,TREE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.88732900041,-85.6647109998914,NONE,,1,3.64285714,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1320,326,DIVISION,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,TREE,TREE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8907129995561,-85.6648640002256,NONE,,1,3.5,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1321,331,DIVISION,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,1 WAY STOP,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,TREE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8930279996043,-85.6649550004655,NONE,,1,21,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,ASPHALT,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1322,336,DIVISION,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,FIRE HYDRANT,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8959474406261,-85.6651405296371,NONE,,1,0.07142857,0,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,NO,OVER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,LESS THAN 4 FEET,LESS THAN 5 FEET,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1323,341,DIVISION,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,NO TRAFFIC CONTROL,NONE,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,TREE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9003939995633,-85.6652679998504,NONE,,1,25.57142857,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1324,346,DIVISION,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,MIDBLOCK,MIDBLOCK CROSSWALK,NO SIGNAL OR BEACON,YES,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9024700001537,-85.6653669999553,NONE,,1,6.357,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1325,351,DIVISION,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,TREE,TREE,FIRE HYDRANT,BRANCHES BELOW 8 FEET,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9055250002928,-85.6655120005638,NONE,,1,16,0,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1326,4251,CLYDE PARK,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9062309998536,-85.6854779999153,NONE,,10,1.92857143,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1327,4256,CLYDE PARK,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9033509996288,-85.6853710001156,NONE,,10,0.92857143,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1328,4261,CLYDE PARK,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9016690000801,-85.6853030004865,NONE,,10,1.35714286,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1329,4263,CLYDE PARK,SOUTH BOUND,NO,YES,YES,YES,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8989940002633,-85.6851959996959,NONE,,10,9.35714286,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1330,4267,CLYDE PARK,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8948250001151,-85.6850509997343,NONE,,10,1.42857143,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1331,4268,CLYDE PARK,SOUTH BOUND,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,1 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8906360001719,-85.6848980005134,NONE,,10,2.5,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
1332,4269,CLYDE PARK,SOUTH BOUND,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,PEDESTRIAN COUNT DOWN SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8848499999306,-85.684685000546,NONE,,10,5.85714286,0,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,,Joeverman,1536329743132,Joeverman,1536329743132
